step,greedy_return,sla,cost,p99,ndpr_viol,sampled_return,migrations
2.048000000000000000e+03,-5.273496260389603840e+00,9.000000000000000222e-01,1.121774101779669852e+00,9.103418273925781534e+01,0.000000000000000000e+00,3.942337096367159432e+01,9.300000000000000000e+01
4.096000000000000000e+04,1.013263089512022077e+02,1.000000000000000000e+00,1.134556196663152106e+00,2.141182146072387837e+01,0.000000000000000000e+00,5.781456991993523076e+01,5.729999999999999716e+01
8.192000000000000000e+04,9.140660259418241651e+01,1.000000000000000000e+00,1.135034936249348814e+00,2.162740564346313477e+01,0.000000000000000000e+00,5.750012782707536019e+01,1.800000000000000000e+01
1.228800000000000000e+05,-4.058362439392035448e+00,9.000000000000000222e-01,1.152996507294631101e+00,8.861690912246703533e+01,0.000000000000000000e+00,5.963019823865897706e+01,2.719999999999999929e+01
1.638400000000000000e+05,9.123288828325739530e+01,1.000000000000000000e+00,1.114433191284547320e+00,2.709087657928466797e+01,0.000000000000000000e+00,5.971454626359717111e+01,7.500000000000000000e+00
2.048000000000000000e+05,9.180328725361889042e+01,1.000000000000000000e+00,1.108918015100903265e+00,2.364338760375976634e+01,0.000000000000000000e+00,5.794290043145916513e+01,6.000000000000000000e+00
2.457600000000000000e+05,9.100177304731764139e+01,1.000000000000000000e+00,1.114911930870744028e+00,2.730646076202392436e+01,0.000000000000000000e+00,5.754774689713019598e+01,9.400000000000000355e+00
2.867200000000000000e+05,9.092028616068198232e+01,1.000000000000000000e+00,1.137981641368338570e+00,2.158336801528930593e+01,0.000000000000000000e+00,5.762575844847867756e+01,1.419999999999999929e+01
3.276800000000000000e+05,8.140643048789988256e+01,1.000000000000000000e+00,1.138950984837947544e+00,2.161755037307739258e+01,0.000000000000000000e+00,6.395758638063576029e+01,4.410000000000000142e+01
3.686400000000000000e+05,9.143061843492641572e+01,1.000000000000000000e+00,1.114442259915881639e+00,2.591487674713134837e+01,0.000000000000000000e+00,6.050661830434232513e+01,1.989999999999999858e+01
4.096000000000000000e+05,8.926955947150443649e+01,1.000000000000000000e+00,1.108926570542394074e+00,2.355938758850097514e+01,0.000000000000000000e+00,6.423026231809589603e+01,8.300000000000000711e+00
4.505600000000000000e+05,9.281037002159432348e+01,1.000000000000000000e+00,1.108928215445143861e+00,2.364338760375976634e+01,0.000000000000000000e+00,5.623221119839208626e+01,6.900000000000000355e+00
4.915200000000000000e+05,9.049875456475535884e+01,1.000000000000000000e+00,1.113719624285818055e+00,2.591895275115966868e+01,0.000000000000000000e+00,6.777261650178415664e+01,1.059999999999999964e+01
5.324800000000000000e+05,9.068239281431442578e+01,1.000000000000000000e+00,1.113715202022535822e+00,2.591895275115966868e+01,0.000000000000000000e+00,7.090237451342294150e+01,2.160000000000000142e+01
5.734400000000000000e+05,9.149757071533684893e+01,1.000000000000000000e+00,1.108918015100903265e+00,2.364338760375976634e+01,0.000000000000000000e+00,6.989079242158712191e+01,7.599999999999999645e+00
6.144000000000000000e+05,9.512914016443809828e+01,1.000000000000000000e+00,1.114546105995714242e+00,2.338764247894287251e+01,0.000000000000000000e+00,7.523431215889354462e+01,1.469999999999999929e+01
6.553600000000000000e+05,9.009323889812681330e+01,1.000000000000000000e+00,1.108918015100903265e+00,2.364338760375976634e+01,0.000000000000000000e+00,7.007782250463780827e+01,1.019999999999999929e+01
6.963200000000000000e+05,1.122337085501382035e+02,1.000000000000000000e+00,1.119822032503543507e+00,2.685879154205322195e+01,0.000000000000000000e+00,7.178524435782209423e+01,1.540000000000000036e+01
7.372800000000000000e+05,1.090350306366885036e+02,1.000000000000000000e+00,1.139945037882148515e+00,2.117973642349243235e+01,0.000000000000000000e+00,8.324377165901589137e+01,2.660000000000000142e+01
7.782400000000000000e+05,1.101067222976110287e+02,1.000000000000000000e+00,1.138970831561050501e+00,2.114957284927368164e+01,0.000000000000000000e+00,9.223925897983603761e+01,3.189999999999999858e+01
8.192000000000000000e+05,1.053862760727687373e+02,1.000000000000000000e+00,1.144964933373353144e+00,2.074746847152709961e+01,0.000000000000000000e+00,9.974435057609534283e+01,2.960000000000000142e+01
8.601600000000000000e+05,1.055617948639063854e+02,1.000000000000000000e+00,1.144964933373353144e+00,2.074746847152709961e+01,0.000000000000000000e+00,1.007813478899631292e+02,2.980000000000000071e+01
9.011200000000000000e+05,1.078118181539170735e+02,1.000000000000000000e+00,1.140414470065240993e+00,2.105462961196899485e+01,0.000000000000000000e+00,9.027345877532761165e+01,3.579999999999999716e+01
9.420800000000000000e+05,1.134457394439483267e+02,1.000000000000000000e+00,1.144970847466879604e+00,2.074746847152709961e+01,0.000000000000000000e+00,9.824361714670939705e+01,2.519999999999999929e+01
9.830400000000000000e+05,1.592625978990941604e+00,9.000000000000000222e-01,1.155183328943371723e+00,8.841785764694213867e+01,0.000000000000000000e+00,9.576310799119315220e+01,1.910000000000000142e+01
9.994240000000000000e+05,1.750066914045678601e+00,9.000000000000000222e-01,1.155183328943371723e+00,8.841785764694213867e+01,0.000000000000000000e+00,9.622444500475342011e+01,1.869999999999999929e+01
