env,encoder,seed,steps,greedy_return,sampled_return,sla,cost,p99,ndpr_viol,migrations
v2,gat,1,1000000,96.66169023954309,130.22398861163916,0.95,1.03460879951989,23.107991456985474,0,11.65
v2,gat,2,1000000,108.12832816057683,117.5950518218046,1.0,1.02756652061355,19.712480306625366,0,19.55
v2,gat,3,1000000,113.92468195060073,122.78275688373806,1.0,1.0279080520709953,19.990952920913696,0,13.95
