env,encoder,seed,steps,greedy_return,sampled_return,sla,cost,p99,ndpr_viol,migrations
v2,gat,1,20000,86.54543865031475,-106.09607854286018,1.0,0.9974233877506833,24.22022752761841,0,6.8
